first_name,last_name,address,city,county,state,zip,phone1,phone2,email,password
Jolanda,Hanafan,37855 Nolan Rd,Bangor,Penobscot,ME,04401,207-458-9196,207-233-6185,jhanafan@gmail.com,abc_12544
Barrett,Toyama,4252 N Washington Ave #9,Kennedale,Tarrant,TX,76060,817-765-5781,817-577-6151,barrett.toyama@toyama.org,abc_12545
Helga,Fredicks,42754 S Ash Ave,Buffalo,Erie,NY,14228,716-752-4114,716-854-9845,helga_fredicks@yahoo.com,abc_12546
Ashlyn,Pinilla,703 Beville Rd,Opa Locka,Miami-Dade,FL,33054,305-670-9628,305-857-5489,apinilla@cox.net,abc_12547
Fausto,Agramonte,5 Harrison Rd,New York,New York,NY,10038,212-313-1783,212-778-3063,fausto_agramonte@yahoo.com,abc_12548
Ronny,Caiafa,73 Southern Blvd,Philadelphia,Philadelphia,PA,19103,215-605-7570,215-511-3531,ronny.caiafa@caiafa.org,abc_12549
Marge,Limmel,189 Village Park Rd,Crestview,Okaloosa,FL,32536,850-430-1663,850-330-8079,marge@gmail.com,abc_12550
Norah,Waymire,6 Middlegate Rd #106,San Francisco,San Francisco,CA,94107,415-306-7897,415-874-2984,norah.waymire@gmail.com,abc_12551
Aliza,Baltimore,1128 Delaware St,San Jose,Santa Clara,CA,95132,408-504-3552,408-425-1994,aliza@aol.com,abc_12552
Mozell,Pelkowski,577 Parade St,South San Francisco,San Mateo,CA,94080,650-947-1215,650-960-1069,mpelkowski@pelkowski.org,abc_12553
Viola,Bitsuie,70 Mechanic St,Northridge,Los Angeles,CA,91325,818-864-4875,818-481-5787,viola@gmail.com,abc_12554
Franklyn,Emard,4379 Highway 116,Philadelphia,Philadelphia,PA,19103,215-558-8189,215-483-3003,femard@emard.com,abc_12555
Willodean,Konopacki,55 Hawthorne Blvd,Lafayette,Lafayette,LA,70506,337-253-8384,337-774-7564,willodean_konopacki@konopacki.org,abc_12556
Beckie,Silvestrini,7116 Western Ave,Dearborn,Wayne,MI,48126,313-533-4884,313-390-7855,beckie.silvestrini@silvestrini.com,abc_12557
Rebecka,Gesick,2026 N Plankinton Ave #3,Austin,Travis,TX,78754,512-213-8574,512-693-8345,rgesick@gesick.org,abc_12558
Frederica,Blunk,99586 Main St,Dallas,Dallas,TX,75207,214-428-2285,214-529-1949,frederica_blunk@gmail.com,abc_12559
Glen,Bartolet,8739 Hudson St,Vashon,King,WA,98070,206-697-5796,206-389-1482,glen_bartolet@hotmail.com,abc_12560
Freeman,Gochal,383 Gunderman Rd #197,Coatesville,Chester,PA,19320,610-476-3501,610-752-2683,freeman_gochal@aol.com,abc_12561
Vincent,Meinerding,4441 Point Term Mkt,Philadelphia,Philadelphia,PA,19143,215-372-1718,215-829-4221,vincent.meinerding@hotmail.com,abc_12562
Rima,Bevelacqua,2972 Lafayette Ave,Gardena,Los Angeles,CA,90248,310-858-5079,310-499-4200,rima@cox.net,abc_12563
Glendora,Sarbacher,2140 Diamond Blvd,Rohnert Park,Sonoma,CA,94928,707-653-8214,707-881-3154,gsarbacher@gmail.com,abc_12564
Avery,Steier,93 Redmond Rd #492,Orlando,Orange,FL,32803,407-808-9439,407-945-8566,avery@cox.net,abc_12565
Cristy,Lother,3989 Portage Tr,Escondido,San Diego,CA,92025,760-971-4322,760-465-4762,cristy@lother.com,abc_12566
Nicolette,Brossart,1 Midway Rd,Westborough,Worcester,MA,01581,508-837-9230,508-504-6388,nicolette_brossart@brossart.com,abc_12567
Tracey,Modzelewski,77132 Coon Rapids Blvd Nw,Conroe,Montgomery,TX,77301,936-264-9294,936-988-8171,tracey@hotmail.com,abc_12568
Virgina,Tegarden,755 Harbor Way,Milwaukee,Milwaukee,WI,53226,414-214-8697,414-411-5744,virgina_tegarden@tegarden.com,abc_12569
Tiera,Frankel,87 Sierra Rd,El Monte,Los Angeles,CA,91731,626-636-4117,626-638-4241,tfrankel@aol.com,abc_12570
Alaine,Bergesen,7667 S Hulen St #42,Yonkers,Westchester,NY,10701,914-300-9193,914-654-1426,alaine_bergesen@cox.net,abc_12571
Earleen,Mai,75684 S Withlapopka Dr #32,Dallas,Dallas,TX,75227,214-289-1973,214-785-6750,earleen_mai@cox.net,abc_12572
Leonida,Gobern,5 Elmwood Park Blvd,Biloxi,Harrison,MS,39530,228-235-5615,228-432-4635,leonida@gobern.org,abc_12573
Ressie,Auffrey,23 Palo Alto Sq,Miami,Miami-Dade,FL,33134,305-604-8981,305-287-4743,ressie.auffrey@yahoo.com,abc_12574
Justine,Mugnolo,38062 E Main St,New York,New York,NY,10048,212-304-9225,212-311-6377,jmugnolo@yahoo.com,abc_12575
Eladia,Saulter,3958 S Dupont Hwy #7,Ramsey,Bergen,NJ,07446,201-474-4924,201-365-8698,eladia@saulter.com,abc_12576
Chaya,Malvin,560 Civic Center Dr,Ann Arbor,Washtenaw,MI,48103,734-928-5182,734-408-8174,chaya@malvin.com,abc_12577
Gwenn,Suffield,3270 Dequindre Rd,Deer Park,Suffolk,NY,11729,631-258-6558,631-295-9879,gwenn_suffield@suffield.org,abc_12578
Salena,Karpel,1 Garfield Ave #7,Canton,Stark,OH,44707,330-791-8557,330-618-2579,skarpel@cox.net,abc_12579
Yoko,Fishburne,9122 Carpenter Ave,New Haven,New Haven,CT,06511,203-506-4706,203-840-8634,yoko@fishburne.com,abc_12580
Taryn,Moyd,48 Lenox St,Fairfax,Fairfax City,VA,22030,703-322-4041,703-938-7939,taryn.moyd@hotmail.com,abc_12581
Katina,Polidori,5 Little River Tpke,Wilmington,Middlesex,MA,01887,978-626-2978,978-679-7429,katina_polidori@aol.com,abc_12582
Rickie,Plumer,3 N Groesbeck Hwy,Toledo,Lucas,OH,43613,419-693-1334,419-313-5571,rickie.plumer@aol.com,abc_12583
Alex,Loader,37 N Elm St #916,Tacoma,Pierce,WA,98409,253-660-7821,253-875-9222,alex@loader.com,abc_12584
Lashon,Vizarro,433 Westminster Blvd #590,Roseville,Placer,CA,95661,916-741-7884,916-289-4526,lashon@aol.com,abc_12585
Lauran,Burnard,66697 Park Pl #3224,Riverton,Fremont,WY,82501,307-342-7795,307-453-7589,lburnard@burnard.com,abc_12586
Ceola,Setter,96263 Greenwood Pl,Warren,Knox,ME,04864,207-627-7565,207-297-5029,ceola.setter@setter.org,abc_12587
My,Rantanen,8 Mcarthur Ln,Richboro,Bucks,PA,18954,215-491-5633,215-647-2158,my@hotmail.com,abc_12588
Lorrine,Worlds,8 Fair Lawn Ave,Tampa,Hillsborough,FL,33614,813-769-2939,813-863-6467,lorrine.worlds@worlds.com,abc_12589
Peggie,Sturiale,9 N 14th St,El Cajon,San Diego,CA,92020,619-608-1763,619-695-8086,peggie@cox.net,abc_12590
Marvel,Raymo,9 Vanowen St,College Station,Brazos,TX,77840,979-718-8968,979-809-5770,mraymo@yahoo.com,abc_12591
Daron,Dinos,18 Waterloo Geneva Rd,Highland Park,Lake,IL,60035,847-233-3075,847-265-6609,daron_dinos@cox.net,abc_12592
An,Fritz,506 S Hacienda Dr,Atlantic City,Atlantic,NJ,08401,609-228-5265,609-854-7156,an_fritz@hotmail.com,abc_12593
Portia,Stimmel,3732 Sherman Ave,Bridgewater,Somerset,NJ,08807,908-722-7128,908-670-4712,portia.stimmel@aol.com,abc_12594
Rhea,Aredondo,25657 Live Oak St,Brooklyn,Kings,NY,11226,718-560-9537,718-280-4183,rhea_aredondo@cox.net,abc_12595
Benedict,Sama,4923 Carey Ave,Saint Louis,Saint Louis City,MO,63104,314-787-1588,314-858-4832,bsama@cox.net,abc_12596
Alyce,Arias,3196 S Rider Trl,Stockton,San Joaquin,CA,95207,209-317-1801,209-242-7022,alyce@arias.org,abc_12597
Heike,Berganza,3 Railway Ave #75,Little Falls,Passaic,NJ,07424,973-936-5095,973-822-8827,heike@gmail.com,abc_12598
Carey,Dopico,87393 E Highland Rd,Indianapolis,Marion,IN,46220,317-578-2453,317-441-5848,carey_dopico@dopico.org,abc_12599
Dottie,Hellickson,67 E Chestnut Hill Rd,Seattle,King,WA,98133,206-540-6076,206-295-5631,dottie@hellickson.org,abc_12600
Deandrea,Hughey,33 Lewis Rd #46,Burlington,Alamance,NC,27215,336-822-7652,336-467-3095,deandrea@yahoo.com,abc_12601
Kimberlie,Duenas,8100 Jacksonville Rd #7,Hays,Ellis,KS,67601,785-629-8542,785-616-1685,kimberlie_duenas@yahoo.com,abc_12602
Martina,Staback,7 W Wabansia Ave #227,Orlando,Orange,FL,32822,407-471-6908,407-429-2145,martina_staback@staback.com,abc_12603
Skye,Fillingim,25 Minters Chapel Rd #9,Minneapolis,Hennepin,MN,55401,612-508-2655,612-664-6304,skye_fillingim@yahoo.com,abc_12604
Jade,Farrar,6882 Torresdale Ave,Columbia,Richland,SC,29201,803-352-5387,803-975-3405,jade.farrar@yahoo.com,abc_12605
Charlene,Hamilton,985 E 6th Ave,Santa Rosa,Sonoma,CA,95407,707-300-1771,707-821-8037,charlene.hamilton@hotmail.com,abc_12606
Geoffrey,Acey,7 West Ave #1,Palatine,Cook,IL,60067,847-222-1734,847-556-2909,geoffrey@gmail.com,abc_12607
Stevie,Westerbeck,26659 N 13th St,Costa Mesa,Orange,CA,92626,949-867-4077,949-903-3898,stevie.westerbeck@yahoo.com,abc_12608
Pamella,Fortino,669 Packerland Dr #1438,Denver,Denver,CO,80212,303-404-2210,303-794-1341,pamella@fortino.com,abc_12609
Harrison,Haufler,759 Eldora St,New Haven,New Haven,CT,06515,203-801-6193,203-801-8497,hhaufler@hotmail.com,abc_12610
Johnna,Engelberg,5 S Colorado Blvd #449,Bothell,Snohomish,WA,98021,425-986-7573,425-700-3751,jengelberg@engelberg.org,abc_12611
Buddy,Cloney,944 Gaither Dr,Strongsville,Cuyahoga,OH,44136,440-989-5826,440-327-2093,buddy.cloney@yahoo.com,abc_12612
Dalene,Riden,66552 Malone Rd,Plaistow,Rockingham,NH,03865,603-315-6839,603-745-7497,dalene.riden@aol.com,abc_12613
Jerry,Zurcher,77 Massillon Rd #822,Satellite Beach,Brevard,FL,32937,321-518-5938,321-597-2159,jzurcher@zurcher.org,abc_12614
Haydee,Denooyer,25346 New Rd,New York,New York,NY,10016,212-792-8658,212-782-3493,hdenooyer@denooyer.org,abc_12615
Joseph,Cryer,60 Fillmore Ave,Huntington Beach,Orange,CA,92647,714-584-2237,714-698-2170,joseph_cryer@cox.net,abc_12616
Deonna,Kippley,57 Haven Ave #90,Southfield,Oakland,MI,48075,248-913-4677,248-793-4966,deonna_kippley@hotmail.com,abc_12617
Raymon,Calvaresi,6538 E Pomona St #60,Indianapolis,Marion,IN,46222,317-825-4724,317-342-1532,raymon.calvaresi@gmail.com,abc_12618
Alecia,Bubash,6535 Joyce St,Wichita Falls,Wichita,TX,76301,940-276-7922,940-302-3036,alecia@aol.com,abc_12619
Ma,Layous,78112 Morris Ave,North Haven,New Haven,CT,06473,203-721-3388,203-564-1543,mlayous@hotmail.com,abc_12620
Detra,Coyier,96950 Hidden Ln,Aberdeen,Harford,MD,21001,410-739-9277,410-259-2118,detra@aol.com,abc_12621
Terrilyn,Rodeigues,3718 S Main St,New Orleans,Orleans,LA,70130,504-463-4384,504-635-8518,terrilyn.rodeigues@cox.net,abc_12622
Salome,Lacovara,9677 Commerce Dr,Richmond,Richmond City,VA,23219,804-550-5097,804-858-1011,slacovara@gmail.com,abc_12623
Garry,Keetch,5 Green Pond Rd #4,Southampton,Bucks,PA,18966,215-979-8776,215-846-9046,garry_keetch@hotmail.com,abc_12624
Matthew,Neither,636 Commerce Dr #42,Shakopee,Scott,MN,55379,952-651-7597,952-906-4597,mneither@yahoo.com,abc_12625
Theodora,Restrepo,42744 Hamann Industrial Pky #82,Miami,Miami-Dade,FL,33136,305-936-8226,305-573-1085,theodora.restrepo@restrepo.com,abc_12626
Noah,Kalafatis,1950 5th Ave,Milwaukee,Milwaukee,WI,53209,414-263-5287,414-660-9766,noah.kalafatis@aol.com,abc_12627
Carmen,Sweigard,61304 N French Rd,Somerset,Somerset,NJ,08873,732-941-2621,732-445-6940,csweigard@sweigard.com,abc_12628
Lavonda,Hengel,87 Imperial Ct #79,Fargo,Cass,ND,58102,701-898-2154,701-421-7080,lavonda@cox.net,abc_12629
Junita,Stoltzman,94 W Dodge Rd,Carson City,Carson City,NV,89701,775-638-9963,775-578-1214,junita@aol.com,abc_12630
Herminia,Nicolozakes,4 58th St #3519,Scottsdale,Maricopa,AZ,85254,602-954-5141,602-304-6433,herminia@nicolozakes.org,abc_12631
Casie,Good,5221 Bear Valley Rd,Nashville,Davidson,TN,37211,615-390-2251,615-825-4297,casie.good@aol.com,abc_12632
Reena,Maisto,9648 S Main,Salisbury,Wicomico,MD,21801,410-351-1863,410-951-2667,reena@hotmail.com,abc_12633
Mirta,Mallett,7 S San Marcos Rd,New York,New York,NY,10004,212-870-1286,212-745-6948,mirta_mallett@gmail.com,abc_12634
Cathrine,Pontoriero,812 S Haven St,Amarillo,Randall,TX,79109,806-703-1435,806-558-5848,cathrine.pontoriero@pontoriero.com,abc_12635
Filiberto,Tawil,3882 W Congress St #799,Los Angeles,Los Angeles,CA,90016,323-765-2528,323-842-8226,ftawil@hotmail.com,abc_12636
Raul,Upthegrove,4 E Colonial Dr,La Mesa,San Diego,CA,91942,619-509-5282,619-666-4765,rupthegrove@yahoo.com,abc_12637
Sarah,Candlish,45 2nd Ave #9759,Atlanta,Fulton,GA,30328,770-732-1194,770-531-2842,sarah.candlish@gmail.com,abc_12638
Lucy,Treston,57254 Brickell Ave #372,Worcester,Worcester,MA,01602,508-769-5250,508-502-5634,lucy@cox.net,abc_12639
Judy,Aquas,8977 Connecticut Ave Nw #3,Niles,Berrien,MI,49120,269-756-7222,269-431-9464,jaquas@aquas.com,abc_12640
Yvonne,Tjepkema,9 Waydell St,Fairfield,Essex,NJ,07004,973-714-1721,973-976-8627,yvonne.tjepkema@hotmail.com,abc_12641
Kayleigh,Lace,43 Huey P Long Ave,Lafayette,Lafayette,LA,70508,337-740-9323,337-751-2326,kayleigh.lace@yahoo.com,abc_12642
Felix,Hirpara,7563 Cornwall Rd #4462,Denver,Lancaster,PA,17517,717-491-5643,717-583-1497,felix_hirpara@cox.net,abc_12643
Tresa,Sweely,22 Bridle Ln,Valley Park,Saint Louis,MO,63088,314-359-9566,314-231-3514,tresa_sweely@hotmail.com,abc_12644
Kristeen,Turinetti,70099 E North Ave,Arlington,Tarrant,TX,76013,817-213-8851,817-947-9480,kristeen@gmail.com,abc_12645
Jenelle,Regusters,3211 E Northeast Loop,Tampa,Hillsborough,FL,33619,813-932-8715,813-357-7296,jregusters@regusters.com,abc_12646
Renea,Monterrubio,26 Montgomery St,Atlanta,Fulton,GA,30328,770-679-4752,770-930-9967,renea@hotmail.com,abc_12647
Olive,Matuszak,13252 Lighthouse Ave,Cathedral City,Riverside,CA,92234,760-938-6069,760-745-2649,olive@aol.com,abc_12648
Ligia,Reiber,206 Main St #2804,Lansing,Ingham,MI,48933,517-906-1108,517-747-7664,lreiber@cox.net,abc_12649
Christiane,Eschberger,96541 W Central Blvd,Phoenix,Maricopa,AZ,85034,602-390-4944,602-330-6894,christiane.eschberger@yahoo.com,abc_12650
Goldie,Schirpke,34 Saint George Ave #2,Bangor,Penobscot,ME,04401,207-295-7569,207-748-3722,goldie.schirpke@yahoo.com,abc_12651
Loreta,Timenez,47857 Coney Island Ave,Clinton,Prince Georges,MD,20735,301-696-6420,301-392-6698,loreta.timenez@hotmail.com,abc_12652
Fabiola,Hauenstein,8573 Lincoln Blvd,York,York,PA,17404,717-809-3119,717-344-2804,fabiola.hauenstein@hauenstein.org,abc_12653
Amie,Perigo,596 Santa Maria Ave #7913,Mesquite,Dallas,TX,75150,972-419-7946,972-898-1033,amie.perigo@yahoo.com,abc_12654
Raina,Brachle,3829 Ventura Blvd,Butte,Silver Bow,MT,59701,406-318-1515,406-374-7752,raina.brachle@brachle.org,abc_12655
Erinn,Canlas,13 S Hacienda Dr,Livingston,Essex,NJ,07039,973-767-3008,973-563-9502,erinn.canlas@canlas.com,abc_12656
Cherry,Lietz,40 9th Ave Sw #91,Waterford,Oakland,MI,48329,248-980-6904,248-697-7722,cherry@lietz.com,abc_12657
Kattie,Vonasek,2845 Boulder Crescent St,Cleveland,Cuyahoga,OH,44103,216-923-3715,216-270-9653,kattie@vonasek.org,abc_12658
Lilli,Scriven,33 State St,Abilene,Taylor,TX,79601,325-631-1560,325-667-7868,lilli@aol.com,abc_12659
Whitley,Tomasulo,2 S 15th St,Fort Worth,Tarrant,TX,76107,817-526-4408,817-819-7799,whitley.tomasulo@aol.com,abc_12660
Barbra,Adkin,4 Kohler Memorial Dr,Brooklyn,Kings,NY,11230,718-201-3751,718-732-9475,badkin@hotmail.com,abc_12661
Hermila,Thyberg,1 Rancho Del Mar Shopping C,Providence,Providence,RI,02903,401-893-4882,401-885-7681,hermila_thyberg@hotmail.com,abc_12662
Jesusita,Flister,3943 N Highland Ave,Lancaster,Lancaster,PA,17601,717-885-9118,717-686-7564,jesusita.flister@hotmail.com,abc_12663
Caitlin,Julia,5 Williams St,Johnston,Providence,RI,02919,401-948-4982,401-552-9059,caitlin.julia@julia.org,abc_12664
Roosevelt,Hoffis,60 Old Dover Rd,Hialeah,Miami-Dade,FL,33014,305-622-4739,305-302-1135,roosevelt.hoffis@aol.com,abc_12665
Helaine,Halter,8 Sheridan Rd,Jersey City,Hudson,NJ,07304,201-832-4168,201-412-3040,hhalter@yahoo.com,abc_12666
Lorean,Martabano,85092 Southern Blvd,San Antonio,Bexar,TX,78204,210-856-4979,210-634-2447,lorean.martabano@hotmail.com,abc_12667
France,Buzick,64 Newman Springs Rd E,Brooklyn,Kings,NY,11219,718-478-8504,718-853-3740,france.buzick@yahoo.com,abc_12668
Justine,Ferrario,48 Stratford Ave,Pomona,Los Angeles,CA,91768,909-993-3242,909-631-5703,jferrario@hotmail.com,abc_12669
Adelina,Nabours,80 Pittsford Victor Rd #9,Cleveland,Cuyahoga,OH,44103,216-230-4892,216-937-5320,adelina_nabours@gmail.com,abc_12670
Derick,Dhamer,87163 N Main Ave,New York,New York,NY,10013,212-304-4515,212-225-9676,ddhamer@cox.net,abc_12671
Jerry,Dallen,393 Lafayette Ave,Richmond,Richmond City,VA,23219,804-762-9576,804-808-9574,jerry.dallen@yahoo.com,abc_12672
Leota,Ragel,99 5th Ave #33,Trion,Chattooga,GA,30753,706-221-4243,706-616-5131,leota.ragel@gmail.com,abc_12673
Jutta,Amyot,49 N Mays St,Broussard,Lafayette,LA,70518,337-515-1438,337-991-8070,jamyot@hotmail.com,abc_12674
Aja,Gehrett,993 Washington Ave,Nutley,Essex,NJ,07110,973-544-2677,973-986-4456,aja_gehrett@hotmail.com,abc_12675
Kirk,Herritt,88 15th Ave Ne,Vestal,Broome,NY,13850,607-407-3716,607-350-7690,kirk.herritt@aol.com,abc_12676
Leonora,Mauson,3381 E 40th Ave,Passaic,Passaic,NJ,07055,973-412-2995,973-355-2120,leonora@yahoo.com,abc_12677
Winfred,Brucato,201 Ridgewood Rd,Moscow,Latah,ID,83843,208-252-4552,208-793-4108,winfred_brucato@hotmail.com,abc_12678
Tarra,Nachor,39 Moccasin Dr,San Francisco,San Francisco,CA,94104,415-411-1775,415-284-2730,tarra.nachor@cox.net,abc_12679
Corinne,Loder,4 Carroll St,North Attleboro,Bristol,MA,02760,508-942-4186,508-618-7826,corinne@loder.org,abc_12680
Dulce,Labreche,9581 E Arapahoe Rd,Rochester,Oakland,MI,48307,248-357-8718,248-811-5696,dulce_labreche@yahoo.com,abc_12681
Kate,Keneipp,33 N Michigan Ave,Green Bay,Brown,WI,54301,920-353-6377,920-355-1610,kate_keneipp@yahoo.com,abc_12682
Kaitlyn,Ogg,2 S Biscayne Blvd,Baltimore,Baltimore City,MD,21230,410-665-4903,410-773-3862,kaitlyn.ogg@gmail.com,abc_12683
Sherita,Saras,8 Us Highway 22,Colorado Springs,El Paso,CO,80937,719-669-1664,719-547-9543,sherita.saras@cox.net,abc_12684
Lashawnda,Stuer,7422 Martin Ave #8,Toledo,Lucas,OH,43607,419-588-8719,419-399-1744,lstuer@cox.net,abc_12685
Ernest,Syrop,94 Chase Rd,Hyattsville,Prince Georges,MD,20785,301-998-9644,301-257-4883,ernest@cox.net,abc_12686
Nobuko,Halsey,8139 I Hwy 10 #92,New Bedford,Bristol,MA,02745,508-855-9887,508-897-7916,nobuko.halsey@yahoo.com,abc_12687
Lavonna,Wolny,5 Cabot Rd,Mc Lean,Fairfax,VA,22102,703-483-1970,703-892-2914,lavonna.wolny@hotmail.com,abc_12688
Lashaunda,Lizama,3387 Ryan Dr,Hanover,Anne Arundel,MD,21076,410-678-2473,410-912-6032,llizama@cox.net,abc_12689
Mariann,Bilden,3125 Packer Ave #9851,Austin,Travis,TX,78753,512-223-4791,512-742-1149,mariann.bilden@aol.com,abc_12690
Helene,Rodenberger,347 Chestnut St,Peoria,Maricopa,AZ,85381,623-461-8551,623-426-4907,helene@aol.com,abc_12691
Roselle,Estell,8116 Mount Vernon Ave,Bucyrus,Crawford,OH,44820,419-571-5920,419-488-6648,roselle.estell@hotmail.com,abc_12692
Samira,Heintzman,8772 Old County Rd #5410,Kent,King,WA,98032,206-311-4137,206-923-6042,sheintzman@hotmail.com,abc_12693
Margart,Meisel,868 State St #38,Cincinnati,Hamilton,OH,45251,513-617-2362,513-747-9603,margart_meisel@yahoo.com,abc_12694
Kristofer,Bennick,772 W River Dr,Bloomington,Monroe,IN,47404,812-368-1511,812-442-8544,kristofer.bennick@yahoo.com,abc_12695
Weldon,Acuff,73 W Barstow Ave,Arlington Heights,Cook,IL,60004,847-353-2156,847-613-5866,wacuff@gmail.com,abc_12696
Shalon,Shadrick,61047 Mayfield Ave,Brooklyn,Kings,NY,11223,718-232-2337,718-394-4974,shalon@cox.net,abc_12697
Denise,Patak,2139 Santa Rosa Ave,Orlando,Orange,FL,32801,407-446-4358,407-808-3254,denise@patak.org,abc_12698
Louvenia,Beech,598 43rd St,Beverly Hills,Los Angeles,CA,90210,310-820-2117,310-652-2379,louvenia.beech@beech.com,abc_12699
Audry,Yaw,70295 Pioneer Ct,Brandon,Hillsborough,FL,33511,813-797-4816,813-744-7100,audry.yaw@yaw.org,abc_12700
Kristel,Ehmann,92899 Kalakaua Ave,El Paso,El Paso,TX,79925,915-452-1290,915-300-6100,kristel.ehmann@aol.com,abc_12701
Vincenza,Zepp,395 S 6th St #2,El Cajon,San Diego,CA,92020,619-603-5125,619-935-6661,vzepp@gmail.com,abc_12702
Elouise,Gwalthney,9506 Edgemore Ave,Bladensburg,Prince Georges,MD,20710,301-841-5012,301-591-3034,egwalthney@yahoo.com,abc_12703
Venita,Maillard,72119 S Walker Ave #63,Anaheim,Orange,CA,92801,714-523-6653,714-663-9740,venita_maillard@gmail.com,abc_12704
Kasandra,Semidey,369 Latham St #500,Saint Louis,Saint Louis City,MO,63102,314-732-9131,314-697-3652,kasandra_semidey@semidey.com,abc_12705
Xochitl,Discipio,3158 Runamuck Pl,Round Rock,Williamson,TX,78664,512-233-1831,512-942-3411,xdiscipio@gmail.com,abc_12706
Maile,Linahan,9 Plainsboro Rd #598,Greensboro,Guilford,NC,27409,336-670-2640,336-364-6037,mlinahan@yahoo.com,abc_12707
Krissy,Rauser,8728 S Broad St,Coram,Suffolk,NY,11727,631-443-4710,631-288-2866,krauser@cox.net,abc_12708
Pete,Dubaldi,2215 Prosperity Dr,Lyndhurst,Bergen,NJ,07071,201-825-2514,201-749-8866,pdubaldi@hotmail.com,abc_12709
Linn,Paa,1 S Pine St,Memphis,Shelby,TN,38112,901-412-4381,901-573-9024,linn_paa@paa.com,abc_12710
Paris,Wide,187 Market St,Atlanta,Fulton,GA,30342,404-505-4445,404-607-8435,paris@hotmail.com,abc_12711
Wynell,Dorshorst,94290 S Buchanan St,Pacifica,San Mateo,CA,94044,650-473-1262,650-749-9879,wynell_dorshorst@dorshorst.org,abc_12712
Quentin,Birkner,7061 N 2nd St,Burnsville,Dakota,MN,55337,952-702-7993,952-314-5871,qbirkner@aol.com,abc_12713
Regenia,Kannady,10759 Main St,Scottsdale,Maricopa,AZ,85260,480-726-1280,480-205-5121,regenia.kannady@cox.net,abc_12714
Sheron,Louissant,97 E 3rd St #9,Long Island City,Queens,NY,11101,718-976-8610,718-613-9994,sheron@aol.com,abc_12715
Izetta,Funnell,82 Winsor St #54,Atlanta,Dekalb,GA,30340,770-844-3447,770-584-4119,izetta.funnell@hotmail.com,abc_12716
Rodolfo,Butzen,41 Steel Ct,Northfield,Rice,MN,55057,507-210-3510,507-590-5237,rodolfo@hotmail.com,abc_12717
Zona,Colla,49440 Dearborn St,Norwalk,Fairfield,CT,06854,203-461-1949,203-938-2557,zona@hotmail.com,abc_12718
Serina,Zagen,7 S Beverly Dr,Fort Wayne,Allen,IN,46802,260-273-3725,260-382-4869,szagen@aol.com,abc_12719
Paz,Sahagun,919 Wall Blvd,Meridian,Lauderdale,MS,39307,601-927-8287,601-249-4511,paz_sahagun@cox.net,abc_12720
Markus,Lukasik,89 20th St E #779,Sterling Heights,Macomb,MI,48310,586-970-7380,586-247-1614,markus@yahoo.com,abc_12721
Jaclyn,Bachman,721 Interstate 45 S,Colorado Springs,El Paso,CO,80919,719-853-3600,719-223-2074,jaclyn@aol.com,abc_12722
Cyril,Daufeldt,3 Lawton St,New York,New York,NY,10013,212-745-8484,212-422-5427,cyril_daufeldt@daufeldt.com,abc_12723
Gayla,Schnitzler,38 Pleasant Hill Rd,Hayward,Alameda,CA,94545,510-686-3407,510-441-4055,gschnitzler@gmail.com,abc_12724
Erick,Nievas,45 E Acacia Ct,Chicago,Cook,IL,60624,773-704-9903,773-359-6109,erick_nievas@aol.com,abc_12725
Jennie,Drymon,63728 Poway Rd #1,Scranton,Lackawanna,PA,18509,570-218-4831,570-868-8688,jennie@cox.net,abc_12726
Mitsue,Scipione,77 222 Dr,Oroville,Butte,CA,95965,530-986-9272,530-399-3254,mscipione@scipione.com,abc_12727
Ciara,Ventura,53 W Carey St,Port Jervis,Orange,NY,12771,845-823-8877,845-694-7919,cventura@yahoo.com,abc_12728
Galen,Cantres,617 Nw 36th Ave,Brook Park,Cuyahoga,OH,44142,216-600-6111,216-871-6876,galen@yahoo.com,abc_12729
Truman,Feichtner,539 Coldwater Canyon Ave,Bloomfield,Essex,NJ,07003,973-852-2736,973-473-5108,tfeichtner@yahoo.com,abc_12730
Gail,Kitty,735 Crawford Dr,Anchorage,Anchorage,AK,99501,907-435-9166,907-770-3542,gail@kitty.com,abc_12731
Dalene,Schoeneck,910 Rahway Ave,Philadelphia,Philadelphia,PA,19102,215-268-1275,215-380-8820,dalene@schoeneck.org,abc_12732
Gertude,Witten,7 Tarrytown Rd,Cincinnati,Hamilton,OH,45217,513-977-7043,513-863-9471,gertude.witten@gmail.com,abc_12733
Lizbeth,Kohl,35433 Blake St #588,Gardena,Los Angeles,CA,90248,310-699-1222,310-955-5788,lizbeth@yahoo.com,abc_12734
Glenn,Berray,29 Cherry St #7073,Des Moines,Polk,IA,50315,515-370-7348,515-372-1738,gberray@gmail.com,abc_12735
Lashandra,Klang,810 N La Brea Ave,King of Prussia,Montgomery,PA,19406,610-809-1818,610-378-7332,lashandra@yahoo.com,abc_12736
Lenna,Newville,987 Main St,Raleigh,Wake,NC,27601,919-623-2524,919-254-5987,lnewville@newville.com,abc_12737
Laurel,Pagliuca,36 Enterprise St Se,Richland,Benton,WA,99352,509-695-5199,509-595-6485,laurel@yahoo.com,abc_12738
Mireya,Frerking,8429 Miller Rd,Pelham,Westchester,NY,10803,914-868-5965,914-883-3061,mireya.frerking@hotmail.com,abc_12739
